Restaurant ID,Price range,Aggregate rating,Votes,Rating text
8439509,2,3.8,23,Good
8433295,2,0,0,Not Rated
8390070,2,0,0,Not Rated
8400489,2,0,0,Not Rated
8400599,0,0,3,Not Rated
8265082,0,0,2,Not Rated
303275,2,2.4,38,Poor
8343000,3,4.3,62,Very Good
8377905,3,4,32,Very Good
8406040,2,4,0,Very Good
8472606,2,4,34,Very Good
8450577,0,4,53,Very Good
302540,0,3,0,Average
8386409,2,3,5,Average
8402886,2,3.2,2,Average
8420029,0,3,4,Average
8332044,2,2.7,7,Average
8306553,2,3,35,Average
309450,2,3.4,7,Average
8203070,2,3.4,67,Average
302570,0,3.3,26,Average
8273620,0,3,33,Average
305909,2,3.3,59,Average
304520,2,2.6,0,Average
8292458,3,3.4,20,Average
4205,0,3.2,5,Average
8360043,2,3.6,40,Good
8423890,2,3.9,67,Good
302555,0,2.2,40,Poor
8420454,2,4,27,Very Good
3960,4,3.3,57,Average
3288,4,3,7,Average
7230,4,3.2,52,Average
8290200,4,3,4,Average
5768,3,2.7,9,Average
304276,2,3,6,Average
304279,3,3,0,Average
5707,4,3.2,7,Average
7496,4,3.6,94,Good
309377,2,3.3,96,Average
5042,4,3.9,272,Good
5044,4,3.8,390,Good
5046,4,3.9,394,Good
300700,4,3.4,22,Average
300699,4,3.7,45,Good
2700,4,3.3,36,Average
2700,4,3.5,27,Good
8285736,0,3.7,6,Good
8290200,4,3.5,3,Good
8290098,4,3.8,27,Good
8446404,2,3,6,Average
6690,4,2.7,27,Average
306032,2,2.8,23,Average
8206898,0,3,6,Average
300487,0,3.3,2,Average
8352277,3,2.7,7,Average
4085,2,2.9,3,Average
8374686,2,3,0,Average
300870,2,3,7,Average
8435802,2,3.3,7,Average
300788,0,3,0,Average
302300,2,3.3,0,Average
8075242,0,2.9,4,Average
8350042,0,0,0,Not Rated
8463967,2,0,0,Not Rated
8463954,0,0,0,Not Rated
8463969,2,0,0,Not Rated
8350044,0,0,2,Not Rated
8466404,0,0,0,Not Rated
8332976,0,0,2,Not Rated
8402860,0,0,3,Not Rated
8390033,0,0,0,Not Rated
8300952,2,0,2,Not Rated
8350038,0,0,0,Not Rated
303078,2,0,3,Not Rated
8265706,0,0,3,Not Rated
8382370,2,0,2,Not Rated
8420450,0,0,0,Not Rated
8427204,0,0,0,Not Rated
8352070,0,0,0,Not Rated
8458633,0,0,0,Not Rated
8306504,0,0,0,Not Rated
8458309,0,0,0,Not Rated
8463955,2,0,0,Not Rated
8337883,0,0,0,Not Rated
8390045,0,0,0,Not Rated
8277206,0,0,0,Not Rated
302592,0,3,82,Average
9273,2,3.5,302,Good
309034,2,3.7,276,Good
8458638,0,0,0,Not Rated
8337882,2,0,3,Not Rated
8237342,2,2.9,7,Average
8383550,2,2.8,8,Average
302243,0,3,0,Average
8294576,2,3.2,30,Average
8233603,2,2.9,5,Average
304082,2,3.4,87,Average
8396424,0,3,4,Average
9967,2,3.3,35,Average
8350025,0,3.2,25,Average
302248,0,3.2,44,Average
300530,2,3.3,27,Average
302708,0,2.7,4,Average
8075288,0,2.5,0,Average
8024368,2,3.2,0,Average
8370405,2,3.9,43,Good
305687,0,3.8,27,Good
309642,2,3.6,60,Good
8273546,2,3.7,50,Good
8349900,2,3.6,45,Good
300652,3,3.5,200,Good
302239,2,3.6,76,Good
8458307,2,0,0,Not Rated
8237348,0,0,0,Not Rated
8300959,0,0,2,Not Rated
309308,0,2.4,49,Poor
300559,4,3.8,305,Good
300562,4,4,209,Very Good
300480,2,2.9,5,Average
303866,0,2.8,5,Average
4088,0,2.9,6,Average
300844,0,2.7,0,Average
308680,0,2.8,4,Average
2807,0,2.9,3,Average
5927,0,0,0,Not Rated
300734,0,2.9,6,Average
309850,2,3.3,53,Average
300097,0,3.4,50,Average
8466966,0,3.2,2,Average
306524,0,3,89,Average
453,2,3,22,Average
450,0,2.7,83,Average
300082,0,2.9,7,Average
303479,2,3,20,Average
9022,0,3.5,66,Good
3559,2,3.6,69,Good
8265678,0,3.6,60,Good
2065,2,3.6,369,Good
6769,0,3.7,63,Good
8440790,0,0,2,Not Rated
454,0,2.4,83,Poor
6775,0,2.2,42,Poor
306043,3,3.2,36,Average
2000702,3,4.6,394,Excellent
2000478,3,3.9,360,Good
8384506,2,4.7,26,Excellent
2000008,2,4,290,Very Good
2000920,3,4.2,0,Very Good
2000565,3,4,304,Very Good
2000870,3,4.4,29,Very Good
2000860,4,4.4,222,Very Good
8380932,2,4,24,Very Good
8397909,2,4,28,Very Good
2000702,4,4.9,774,Excellent
2000000,3,3.6,327,Good
2000322,0,3.6,42,Good
2000784,2,4,377,Very Good
2000849,2,4.2,99,Very Good
8480096,2,4,25,Very Good
2000709,3,4,79,Very Good
2000676,2,4.3,369,Very Good
2000074,3,4,256,Very Good
8224282,2,4.3,233,Very Good
2000776,2,4.3,96,Very Good
90744,3,4.3,3374,Very Good
8452864,3,4.9,200,Excellent
97824,3,4.7,932,Excellent
8443506,3,3.8,44,Good
90847,3,4.6,2553,Excellent
8280329,2,4,682,Very Good
96626,3,4.3,860,Very Good
94286,3,4.9,5434,Excellent
96776,2,4.8,23,Excellent
8408733,3,4.2,79,Very Good
8408730,3,4.2,220,Very Good
93766,4,4.4,2208,Very Good
8356469,3,4,594,Very Good
97503,3,4,430,Very Good
92577,3,4.2,859,Very Good
8307250,2,4.7,344,Excellent
8303003,3,3.9,606,Good
8302984,3,4,570,Very Good
400756,3,3.7,238,Good
400544,3,4,0,Very Good
8254230,0,4,52,Very Good
402304,4,4,37,Very Good
400466,2,3.9,430,Good
400934,3,4.2,304,Very Good
400548,3,4,404,Very Good
400460,3,3.8,204,Good
400056,3,4,496,Very Good
400069,4,3.8,209,Good
400086,4,4.3,334,Very Good
402335,2,3,26,Average
400555,2,3.9,502,Good
400948,2,3.8,69,Good
8395037,2,3.9,69,Good
400020,4,4,403,Very Good
402028,2,4.3,87,Very Good
400857,3,4,80,Very Good
402089,2,4.3,70,Very Good
402050,3,4,340,Very Good
202,2,4.7,469,Excellent
834,3,3.9,676,Good
884,3,4,582,Very Good
2803,2,4.4,389,Very Good
259,3,4.4,843,Very Good
3065,3,4,202,Very Good
80,3,4.3,478,Very Good
3047,3,3.9,67,Good
300,3,4.2,633,Very Good
305,3,4,906,Very Good
2205,4,4.5,420,Excellent
2206,4,4.3,308,Very Good
8209498,4,4.9,322,Excellent
3009,2,4.2,98,Very Good
3090,2,4,48,Very Good
2530,2,4.3,798,Very Good
306,3,4.3,20,Very Good
8454586,3,2.6,46,Average
2504,3,3.9,300,Good
2867,2,3.7,2,Good
2300060,2,3.3,48,Average
2300483,3,3.3,50,Average
2300065,2,3.9,97,Good
8377936,3,4,24,Very Good
2300088,4,4,54,Very Good
8407005,2,3.5,43,Good
2300497,0,3.6,34,Good
2300083,2,3.9,97,Good
2300476,2,4,87,Very Good
2300008,3,4,58,Very Good
8302006,0,3.9,27,Good
2300042,4,3.9,86,Good
2300048,3,3.8,97,Good
2300058,4,4.3,55,Very Good
2300062,2,3.4,49,Average
2300003,3,3.6,6,Good
2300076,2,4,70,Very Good
2300087,4,3.9,3,Good
2300009,4,3.7,60,Good
8390600,3,4,40,Very Good
900682,3,4.6,289,Excellent
95360,0,3.8,280,Good
95420,2,4.4,662,Very Good
95256,2,4.2,659,Very Good
95286,3,4.2,394,Very Good
900969,3,4.5,203,Excellent
95333,2,3.7,277,Good
900547,0,4,246,Very Good
900089,3,3.7,45,Good
900035,2,3.7,5,Good
900560,0,4,406,Very Good
900524,2,4.4,333,Very Good
900800,2,4,60,Very Good
95304,2,4.2,482,Very Good
900533,2,4.3,722,Very Good
900004,2,4.2,46,Very Good
900000,0,3.5,348,Good
95330,3,4.3,658,Very Good
900032,2,4.3,302,Very Good
900282,2,3.6,360,Good
8207475,3,4.6,945,Excellent
8249044,3,4.2,3,Very Good
8007602,3,4.8,424,Excellent
8377002,3,3.9,326,Good
20002,3,4.4,778,Very Good
8343730,3,4.2,704,Very Good
25664,3,4.4,484,Very Good
25587,3,4,900,Very Good
24530,2,4.2,2584,Very Good
20747,2,4.6,209,Excellent
20220,3,3.9,64,Good
25570,3,4.9,753,Excellent
20350,3,3.5,4464,Good
20870,2,4.2,5288,Very Good
20404,3,4.3,7574,Very Good
24286,3,4.4,2224,Very Good
20842,3,4.9,5966,Excellent
8259462,3,3.6,40,Good
24452,3,4,606,Very Good
8007605,3,4,26,Very Good
800468,0,4.9,57,Excellent
800675,0,4.5,44,Excellent
800690,3,4.6,567,Excellent
800684,2,3.5,47,Good
8296995,2,3.9,207,Good
800237,3,3.7,504,Good
800273,3,3.9,268,Good
8375866,2,4.3,6,Very Good
800070,3,4.2,690,Very Good
800636,2,4,65,Very Good
8385020,3,4,80,Very Good
800640,3,4.3,24,Very Good
800269,3,4.3,887,Very Good
800693,3,4,79,Very Good
800483,2,4.4,808,Very Good
800890,2,4,288,Very Good
800326,3,4.2,762,Very Good
800384,4,4.2,49,Very Good
800089,4,4.7,69,Excellent
800247,3,4.2,400,Very Good
800576,2,4,587,Very Good
5239,2,3.6,93,Good
8444270,3,3.5,7,Good
5005,3,4,90,Very Good
5220,0,3.9,9,Good
5292,3,4.2,207,Very Good
5309,2,3.7,53,Good
8400368,3,3.9,40,Good
5032,3,4,78,Very Good
5705,4,4.3,87,Very Good
5078,2,3.6,86,Good
5004,3,3.8,56,Good
5774,3,4.4,38,Very Good
5008,2,4.2,260,Very Good
5320,3,4.4,325,Very Good
5368,3,3.5,6,Good
5853,3,3.9,80,Good
5497,2,4.2,200,Very Good
5090,2,4.6,96,Excellent
5777,3,3.8,53,Good
5707,3,3.9,54,Good
3000446,2,3.6,209,Good
3000059,0,3.9,96,Good
3000000,3,3.8,96,Good
3000045,2,3.7,355,Good
3000003,2,3.5,280,Good
3000043,3,3.7,4,Good
3000033,3,3.8,290,Good
3000053,2,3.6,275,Good
3000042,2,4.2,280,Very Good
3000030,4,3.5,83,Good
8237384,2,3.6,84,Good
3000008,3,3.9,257,Good
3000048,2,3.5,27,Good
3000044,3,3.7,260,Good
3000440,4,3.7,93,Good
3000302,3,4,245,Very Good
3000422,3,3.7,73,Good
3000004,2,3.8,328,Good
3000448,2,3.9,56,Good
3000007,2,3.7,75,Good
8424008,2,4.3,99,Very Good
35207,2,4,5045,Very Good
8447068,3,4,56,Very Good
8458563,2,3.4,70,Average
8075022,3,4.7,2083,Excellent
8233307,3,4.2,606,Very Good
8237753,3,4,2040,Very Good
8388642,3,3.8,607,Good
8463285,3,3.8,46,Good
6527700,2,3.9,2076,Good
8303566,3,4.3,240,Very Good
49003,3,4.2,3370,Very Good
8440580,3,3.9,307,Good
34757,2,4.5,2662,Excellent
8408295,2,4.6,403,Excellent
8206876,3,3.9,885,Good
7806994,3,4.9,3244,Excellent
8435740,3,3.8,80,Good
8308006,3,4,536,Very Good
8270976,3,4,295,Very Good
49486,3,3.6,505,Good
3600252,0,3.4,39,Average
3600265,3,3.7,72,Good
3600375,3,3.9,264,Good
3600005,0,4.2,392,Very Good
3600002,2,3.7,393,Good
3600003,2,3.5,204,Good
3600070,2,3.7,262,Good
3600092,4,3.8,62,Good
3600009,2,3.5,60,Good
3600352,4,4,286,Very Good
3600009,2,4,304,Very Good
3600360,2,3.5,27,Good
3600048,3,3.7,32,Good
3600436,4,3.3,0,Average
3600008,2,3.6,90,Good
3600354,2,3.6,40,Good
3600285,2,3.8,249,Good
3600072,2,3.7,208,Good
3600022,3,3.6,270,Good
3600004,3,3.7,83,Good
3300308,2,3.3,27,Average
3300780,0,3.8,73,Good
3300236,0,3.9,26,Good
3300369,2,4,3,Very Good
3300003,2,4.3,88,Very Good
3300740,2,3.7,200,Good
3300038,2,4,85,Very Good
3300949,2,4.2,64,Very Good
3300065,3,4.3,270,Very Good
3300406,2,3.9,40,Good
3300069,0,3.9,9,Good
3300060,3,4,284,Very Good
3300007,3,4.4,257,Very Good
3300058,2,4.5,520,Excellent
3300057,3,4,306,Very Good
3300040,3,4.2,275,Very Good
3300958,4,4.9,226,Excellent
3300707,2,2.2,47,Poor
3300070,3,4,0,Very Good
3300035,3,3.8,45,Good
600227,2,3.8,76,Good
600280,4,3.6,90,Good
600069,3,3.6,25,Good
600009,3,3.5,40,Good
600008,2,3.6,86,Good
600258,4,3.8,7,Good
600252,0,3.4,86,Average
600007,3,3.4,62,Average
600053,3,3.4,77,Average
600326,3,3.3,5,Average
600307,3,3.4,24,Average
600209,2,3.5,80,Good
600067,3,3.7,62,Good
600039,3,3.5,66,Good
600029,4,3.8,64,Good
600292,3,3,25,Average
600298,4,3.3,33,Average
600095,2,3.5,77,Good
600205,0,3.9,208,Good
600202,3,3.4,70,Average
8287358,2,0,2,Not Rated
8206944,0,3.2,46,Average
303333,3,3.4,45,Average
8384027,2,2.6,0,Average
582,2,3.4,238,Average
8404465,0,3,8,Average
304243,0,2.7,64,Average
3554,0,2.6,3,Average
8369872,0,3.7,66,Good
948,3,3.5,40,Good
2853,2,2.2,77,Poor
8433900,3,4,40,Very Good
8425059,3,4.2,46,Very Good
300958,3,4.2,665,Very Good
8334443,2,3.2,30,Average
8255040,2,3.4,32,Average
97,2,2.8,83,Average
308235,3,3.7,288,Good
8258757,2,3.2,33,Average
307383,2,3.2,26,Average
8386746,2,0,2,Not Rated
8337885,2,0,0,Not Rated
300490,3,2.6,49,Average
8337789,0,3.3,3,Average
8222573,3,3.2,64,Average
3370,0,3.4,67,Average
307439,2,3.3,99,Average
78,3,2.6,25,Average
9340,0,3.7,24,Good
306760,2,2.2,79,Poor
7580,0,2.9,8,Average
7584,0,3.3,20,Average
7582,0,3.2,23,Average
8350495,0,3.4,9,Average
7594,0,3,7,Average
7583,0,2.7,0,Average
7600,0,3.2,35,Average
8402603,2,3,0,Average
7639,0,2.5,32,Average
8440545,2,3.2,0,Average
9970,2,3.2,23,Average
8450572,0,3,7,Average
7593,0,2.9,42,Average
300440,0,3.2,20,Average
7585,0,3.3,6,Average
306530,2,2.5,37,Average
8354658,0,2.9,4,Average
8337782,2,2.8,7,Average
8258759,0,3.4,22,Average
8057805,2,3.9,97,Good
3428,2,3.9,452,Good
8425770,0,3.6,4,Good
8304836,2,3.6,82,Good
8300950,0,0,2,Not Rated
8400028,0,0,0,Not Rated
8354667,0,0,0,Not Rated
8430379,2,0,0,Not Rated
8300953,2,0,2,Not Rated
8360522,0,0,0,Not Rated
8425780,2,0,0,Not Rated
8489503,0,0,0,Not Rated
306795,2,2.4,30,Poor
7249,2,2.5,0,Average
7246,2,3,230,Average
300723,2,3.2,458,Average
7253,2,2.6,76,Average
8080040,2,3.5,232,Good
8434404,4,3.6,27,Good
4905,4,3.6,200,Good
8420232,2,3.9,44,Good
7228,2,3.5,206,Good
7068,2,3.7,85,Good
302052,2,3.7,256,Good
302300,3,4.2,336,Very Good
5565,0,3.4,280,Average
307003,3,4.2,2030,Very Good
6258,0,2.8,3,Average
6094,0,3,38,Average
304592,0,2.8,69,Average
8420480,2,3.3,0,Average
300874,0,3,6,Average
8303972,0,3,4,Average
8028860,2,3.4,80,Average
300877,2,3.4,24,Average
304687,0,3,3,Average
302444,0,3.3,2,Average
8337975,2,2.9,4,Average
8024373,0,2.8,9,Average
305903,0,3.3,8,Average
300447,2,2.8,4,Average
300858,0,2.8,9,Average
8332083,0,3.2,6,Average
8360240,2,3,5,Average
305630,2,3.6,250,Good
8034049,0,3.5,42,Good
6092,2,3.5,220,Good
8024360,0,3.6,34,Good
6088,0,3.7,3,Good
8394366,0,3.7,46,Good
8354639,0,3.8,62,Good
300657,0,3.6,42,Good
8350002,0,3.6,58,Good
8377924,3,3.9,6,Good
8428206,2,0,0,Not Rated
8420050,0,0,0,Not Rated
8377887,2,0,0,Not Rated
8420693,0,0,0,Not Rated
8408263,0,0,0,Not Rated
8420457,0,0,0,Not Rated
8420463,0,0,0,Not Rated
8268360,2,0,0,Not Rated
8445804,0,0,0,Not Rated
8347802,2,0,0,Not Rated
8377920,0,0,2,Not Rated
300544,2,0,0,Not Rated
8377905,0,0,0,Not Rated
8420058,2,0,0,Not Rated
8335692,0,0,0,Not Rated
8429396,3,3,4,Average
79,2,3.4,48,Average
307843,2,3.2,50,Average
8420042,3,3.4,9,Average
3295,4,3.6,59,Good
8404499,3,3.9,88,Good
8440775,3,4.4,77,Very Good
8427565,3,4,46,Very Good
8395380,3,4,387,Very Good
300280,2,3,7,Average
8207830,0,3,7,Average
5452,2,3,0,Average
8374408,0,0,0,Not Rated
8258778,0,2.8,7,Average
6560,0,2.8,23,Average
3322,2,2.8,2,Average
8249002,2,3.4,9,Average
8240609,0,3.2,5,Average
8743,0,3,0,Average
5294,0,2.7,7,Average
4650,0,3.4,35,Average
5305,3,2.7,35,Average
6577,0,3,5,Average
309395,0,3.4,22,Average
300784,0,3.2,74,Average
8430692,2,3,4,Average
309503,2,3,7,Average
3326,2,3.2,22,Average
309384,0,3,9,Average
3079,2,3.5,90,Good
303093,0,3.7,99,Good
309375,0,3.5,60,Good
8440672,0,0,0,Not Rated
8446423,2,0,0,Not Rated
8462588,2,0,0,Not Rated
8460330,2,0,0,Not Rated
8360739,0,0,2,Not Rated
302338,0,0,0,Not Rated
8057828,0,0,0,Not Rated
8360700,2,0,3,Not Rated
8383540,0,0,3,Not Rated
8248970,0,0,0,Not Rated
8395538,0,0,0,Not Rated
8446396,0,0,0,Not Rated
303093,0,0,0,Not Rated
8457050,0,0,0,Not Rated
8375403,2,0,0,Not Rated
8458325,0,0,0,Not Rated
5296,0,2.4,5,Poor
300802,0,2.9,29,Average
300777,3,3.4,35,Average
309,2,2.7,278,Average
8390678,3,3.3,53,Average
3329,0,2.6,42,Average
8206896,2,2.5,40,Average
307767,3,3.9,492,Good
3332,0,3.5,28,Good
980,3,3.6,457,Good
8232098,3,3.9,73,Good
6574,0,3.7,30,Good
2379,0,3.9,23,Good
309390,3,3.9,274,Good
300809,2,3.5,87,Good
92,0,3,78,Average
300803,2,3,0,Average
8250797,0,3.3,26,Average
98,2,3.2,0,Average
8449782,2,3.4,7,Average
8057820,2,3.3,34,Average
300205,2,3.3,2,Average
306840,2,3.6,34,Good
8402952,0,3.6,46,Good
8432090,2,3.5,30,Good
8375420,0,4,96,Very Good
6286,2,3.2,70,Average
904,0,3.4,560,Average
8063907,0,2.9,4,Average
8344490,2,3.4,38,Average
8402878,2,2.8,0,Average
8294263,0,3,4,Average
588,2,3.3,420,Average
7050,2,3,68,Average
8264634,0,3.6,85,Good
300534,2,3.7,343,Good
8340,0,3.8,20,Good
8400739,0,0,3,Not Rated
304954,0,0,2,Not Rated
8400737,0,0,2,Not Rated
8382583,0,0,0,Not Rated
8249022,2,2.3,55,Poor
7354,0,3.2,49,Average
9267,0,2.9,7,Average
7352,2,3.3,90,Average
304200,3,2.9,0,Average
262,3,3,60,Average
4620,2,3,67,Average
2034,0,2.8,23,Average
303472,3,3.3,60,Average
758,0,3.5,239,Good
7207,3,3.7,37,Good
307054,2,3.7,202,Good
770,3,3.5,93,Good
70,2,3.5,202,Good
304675,3,3.5,332,Good
3269,3,2.4,92,Poor
3935,3,2.9,20,Average
4066,3,3.4,37,Average
3936,3,3.6,58,Good
5227,3,2.7,9,Average
862,0,2.6,38,Average
809,4,3.2,59,Average
2236,0,2.8,4,Average
4050,3,2.5,98,Average
6394,0,2.8,0,Average
867,0,3,0,Average
2608,0,3,4,Average
8388,2,2.4,70,Poor
3465,0,2.4,33,Poor
300580,3,0,2,Not Rated
823,2,3.3,85,Average
8420499,2,2.9,0,Average
846,2,2.7,8,Average
806,2,2.9,6,Average
4055,0,3.4,3,Average
8302487,0,3,4,Average
630,2,3.2,7,Average
308260,0,2.7,33,Average
2587,2,2.9,66,Average
849,2,3.4,34,Average
848,2,2.8,30,Average
852,2,3.2,7,Average
302094,2,3,4,Average
7643,0,2.8,5,Average
3238,3,2.9,0,Average
8396084,2,2.9,4,Average
847,2,3.4,60,Average
7575,2,3.2,4,Average
850,2,3,0,Average
300856,2,3,7,Average
850,2,3.4,60,Average
8228885,0,3.4,28,Average
824,2,3.7,37,Good
300002,0,3.7,203,Good
8238246,0,3.5,20,Good
6003,2,3.5,208,Good
8469659,0,0,0,Not Rated
8288994,0,0,0,Not Rated
845,2,0,2,Not Rated
8466422,4,0,3,Not Rated
805,3,2.4,64,Poor
305296,2,2,38,Poor
6079,0,3.3,20,Average
6007,0,3,6,Average
8082202,2,3,0,Average
308574,0,3.2,0,Average
6023,0,2.9,6,Average
302057,2,3,5,Average
302490,0,3,2,Average
304697,0,3.4,29,Average
307703,0,3,9,Average
8384037,0,3,4,Average
5459,0,3.2,225,Average
300703,0,3.2,8,Average
308006,0,3,5,Average
4053,2,2.8,42,Average
5468,0,3,6,Average
5453,0,3.2,39,Average
680,0,2.5,49,Average
308008,0,3,20,Average
8272386,0,2.8,4,Average
306380,0,2.9,5,Average
302936,0,3.3,6,Average
6698,2,3,57,Average
9960,2,3,42,Average
302925,0,3.4,20,Average
8342032,0,3,4,Average
8323460,0,3.2,0,Average
5466,0,3,53,Average
8232088,0,3.2,7,Average
304743,0,3.4,23,Average
8028897,0,2.9,4,Average
8200050,0,3,5,Average
5460,0,3,9,Average
300492,0,3.2,6,Average
303643,0,3.4,8,Average
9056,0,3,4,Average
9060,0,2.9,7,Average
8235302,0,3,4,Average
9057,0,2.9,5,Average
9059,0,3,5,Average
6706,0,2.8,59,Average
8082089,2,3.3,0,Average
302693,0,3.7,30,Good
308209,0,3.8,2,Good
306007,0,3.8,59,Good
304737,0,3.7,40,Good
308308,0,3.8,6,Good
552,2,3.9,444,Good
6704,0,3.9,63,Good
309722,0,3.7,9,Good
8286206,0,3.7,63,Good
308894,0,3.6,43,Good
7545,0,3.9,487,Good
9065,0,3.9,752,Good
5458,0,3.6,437,Good
5467,0,3.6,297,Good
9060,0,3.8,76,Good
302869,0,3.5,20,Good
889,0,3.5,50,Good
8466395,0,0,0,Not Rated
8469682,0,0,0,Not Rated
8466396,0,0,0,Not Rated
8466402,0,0,0,Not Rated
302859,0,0,0,Not Rated
308533,0,0,2,Not Rated
8462596,0,0,0,Not Rated
8333489,0,0,3,Not Rated
8408052,0,0,3,Not Rated
302870,0,0,0,Not Rated
8425700,0,0,0,Not Rated
300678,0,0,2,Not Rated
300078,0,4.2,382,Very Good
55,0,4.3,520,Very Good
9066,0,4,405,Very Good
8264992,4,4.4,305,Very Good
8282002,0,3,6,Average
303642,0,4.5,545,Excellent
8280967,0,3.6,8,Good
8082228,0,3.9,36,Good
300287,0,3.6,85,Good
308092,0,3.6,27,Good
306005,0,3.6,30,Good
300002,0,3.7,54,Good
303500,0,3.7,20,Good
300022,0,4,8,Very Good
303644,0,4,69,Very Good
307208,0,4,200,Very Good
304008,2,2.7,23,Average
8239780,0,3,7,Average
8364354,2,3,4,Average
8075256,2,3.2,26,Average
7623,0,2.7,22,Average
7953899,3,3,70,Average
309756,0,3.3,26,Average
2595,2,3.4,404,Average
7620,0,3.2,35,Average
309060,0,2.7,35,Average
8249080,2,2.9,6,Average
3632,2,2.9,39,Average
7602,0,3.4,8,Average
702,0,2.7,29,Average
300984,0,3.3,27,Average
8429374,2,3.2,3,Average
8354627,0,3.3,8,Average
300522,2,2.7,4,Average
4973,2,2.5,59,Average
3504,2,2.7,70,Average
8459885,0,3,9,Average
300405,0,2.6,70,Average
8457499,3,3,5,Average
8445800,2,2.9,7,Average
8355007,0,3.2,6,Average
8075328,3,3.2,4,Average
7603,0,3.2,7,Average
7599,0,3.7,55,Good
302936,0,3.6,46,Good
4608,0,3.8,2,Good
7636,0,3.7,99,Good
8373690,2,3.9,9,Good
7634,2,3.6,458,Good
306028,2,3.5,443,Good
300637,0,3.7,33,Good
8396070,0,0,0,Not Rated
8282004,0,0,2,Not Rated
7989034,0,0,2,Not Rated
8370396,0,0,0,Not Rated
8396942,0,0,2,Not Rated
8300930,3,0,0,Not Rated
8480320,0,0,0,Not Rated
7635,0,0,2,Not Rated
7600,0,0,2,Not Rated
8470304,2,0,0,Not Rated
309080,2,2.4,40,Poor
358,2,2.3,38,Poor
5890,3,3.4,34,Average
306503,3,2.8,53,Average
3089,4,3.2,455,Average
7060,3,3.5,609,Good
8466980,2,3,6,Average
300093,0,3.2,7,Average
55,3,3,26,Average
8044470,0,3,4,Average
4089,0,3,4,Average
300030,3,3.5,282,Good
9927,0,3.6,95,Good
8260046,0,0,0,Not Rated
8424867,0,0,0,Not Rated
8360206,0,0,0,Not Rated
8424863,0,0,0,Not Rated
8360208,0,0,0,Not Rated
8398580,0,0,0,Not Rated
8424870,0,0,0,Not Rated
8245298,3,4,225,Very Good
2578,0,3,28,Average
709,0,3.3,38,Average
530,2,2.8,54,Average
400,0,2.8,32,Average
602,2,3.2,42,Average
8075255,0,2.9,0,Average
2245,0,2.8,27,Average
2585,2,3.2,35,Average
908,3,2.5,82,Average
924,2,3.2,24,Average
7705,2,2.9,4,Average
9476,0,2.8,6,Average
7686,0,3,0,Average
305620,2,3,4,Average
324,0,3.5,90,Good
927,3,3.7,0,Good
929,4,3.9,886,Good
8256780,0,0,3,Not Rated
53,3,2.6,52,Average
307270,3,2.9,40,Average
596,0,3.4,277,Average
27,3,3,99,Average
4237,2,3.4,76,Average
6357,0,3.2,89,Average
8024357,3,3.4,523,Average
2903,3,3,670,Average
3506,0,3.3,300,Average
6957,3,2.7,2460,Average
304054,3,2.5,96,Average
320,2,3.4,499,Average
300097,3,3.2,563,Average
8408277,3,4.7,52,Excellent
300043,0,4.9,2620,Excellent
8357940,3,4.7,242,Excellent
300595,2,3.6,485,Good
55,3,3.9,2639,Good
3068,3,3.7,706,Good
300448,2,3.8,2093,Good
8237356,2,3.6,548,Good
303034,2,3.6,360,Good
8070476,3,3.7,873,Good
8208892,3,3.7,673,Good
8057403,3,3.7,834,Good
8306523,2,3.6,877,Good
309664,3,3.9,503,Good
302878,2,3.9,3206,Good
8237305,0,3.9,487,Good
305453,3,3.9,2003,Good
308804,3,3.9,496,Good
300373,3,3.9,840,Good
43,2,3.7,336,Good
308772,2,3.8,270,Good
7855,2,3.9,607,Good
66,4,3.5,706,Good
8235505,3,3.9,379,Good
8247029,2,3.7,55,Good
2298,2,3.9,50,Good
300490,3,3.7,626,Good
896,0,3.8,300,Good
8057384,3,3.8,74,Good
2903,2,3.5,2085,Good
300653,2,3.5,320,Good
2095,2,3.7,427,Good
7367,2,3.7,89,Good
309586,3,3.9,286,Good
8398577,0,3.7,40,Good
8435302,3,3.7,277,Good
9747,3,3.6,390,Good
302603,4,3.9,2589,Good
77,2,3.8,388,Good
9959,2,3.7,8,Good
7953940,0,3.5,95,Good
8440674,3,3.9,66,Good
307485,2,3.9,300,Good
300057,3,3.7,3000,Good
309955,3,3.7,890,Good
870,2,3.8,760,Good
8265700,3,3.8,367,Good
302600,3,3.8,58,Good
3393,4,3.8,2689,Good
2504,3,3.6,434,Good
249,3,3.5,540,Good
8423009,3,3.7,40,Good
8255030,4,3.6,60,Good
306497,3,3.7,256,Good
308244,3,3.5,422,Good
286,2,3.6,34,Good
4805,3,3.5,863,Good
300463,2,3.5,300,Good
5738,0,3.7,333,Good
302300,0,3.6,50,Good
5608,4,3.5,92,Good
307535,2,3.8,552,Good
302056,2,3.5,276,Good
8238278,3,3.7,800,Good
905,3,3.5,327,Good
8280985,3,3.9,20,Good
307060,3,3.8,645,Good
8425735,3,3.9,43,Good
303256,3,3.9,545,Good
8337893,3,3.5,63,Good
307090,0,3.9,783,Good
309790,3,3.9,3403,Good
800,3,3.9,87,Good
300605,3,3.7,4904,Good
3394,3,3.9,908,Good
930,3,3.5,27,Good
309073,3,3.9,70,Good
8404480,0,0,0,Not Rated
8469940,2,0,0,Not Rated
8380360,0,0,2,Not Rated
